Sample,Date,Time,Counted by,Site,DO (mg/L),Saturation (%),Temperature (?C),N,NH3-N,NH4-N,pH,NO2,PO4,
1197,29/05/2019,11:00:00,Pertunia,Primary sump,,,,,,,,,,
1198,03/06/2019,11:00:00,Pertunia,Primary sump,,,,,,,,,,
1199,05/06/2019,11:00:00,Pertunia,Primary sump,,,,,,,,,,
1200,06/06/2019,12:00:00,Pertunia,Primary sump,,,,,,,,,,
1201,07/06/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1202,12/06/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1203,13/06/2019,08:00:00,Pertunia,Primary sump,,,14.7,,,,,,,
1204,14/06/2019,08:00:00,Pertunia,Primary sump,,,14.8,,,,,,,
1205,18/06/2019,08:00:00,Pertunia,Primary sump,,,15.7,,,,,,,
1206,19/06/2019,08:00:00,Pertunia,Primary sump,,,15.3,,,,,,,
1207,20/06/2019,08:00:00,Pertunia,Primary sump,,,16.5,,,,,,,
1208,21/06/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1209,26/06/2019,08:00:00,Lorna,Primary sump,,,13.6,,,,,,,
1210,27/06/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1211,28/06/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1212,01/07/2019,08:00:00,Lorna,Primary sump,,,13.6,,,,,,,
1213,02/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1214,03/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1215,04/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1216,05/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1217,17/07/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1218,18/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1219,19/07/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1220,22/07/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1221,23/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1222,24/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1223,25/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1224,26/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1225,29/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1226,30/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1227,31/07/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1228,01/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1229,02/08/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1230,05/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1231,06/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1232,07/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1233,08/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1234,12/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1235,13/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1236,14/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1237,15/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1238,16/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1239,19/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1240,20/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1241,21/08/2019,08:00:00,Jan,Primary sump,,,,,,,,,,
1242,22/08/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1243,23/08/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1244,26/08/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1245,27/08/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1246,28/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1247,28/08/2019,14:00:00,Pertunia,Primary sump,,,,,,,,,,
1248,29/08/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
1249,30/08/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1250,02/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1251,03/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1252,04/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1253,05/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1254,06/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1255,09/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1256,10/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1257,11/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1258,12/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1259,13/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1260,16/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1261,17/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1262,18/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1263,19/09/2019,14:30:00,Kabelo,Primary sump,,,,,,,,,,
1264,20/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1265,23/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1266,25/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1267,26/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1268,27/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1269,30/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1270,01/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1271,02/09/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1272,02/10/2019,14:00:00,Lorna,Primary sump,,,,,,,,,,
1273,02/10/2019,16:00:00,Lorna,Primary sump,,,,,,,,,,
1274,03/10/2019,14:20:00,Lorna,Primary sump,,,,,,,,,,
1275,03/10/2019,16:00:00,Lorna,Primary sump,,,,,,,,,,
1276,04/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1277,07/10/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1278,08/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1279,09/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1280,10/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1281,11/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1282,14/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1283,15/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1284,16/10/2019,08:00:00,Jan,Primary sump,,,,,,,,,,
1285,17/10/2019,08:00:00,Jan,Primary sump,,,,,,,,,,
1286,18/10/2019,08:00:00,Jan,Primary sump,,,,,,,,,,
1287,21/10/2019,08:00:00,Jan,Primary sump,,,,,,,,,,
1288,22/10/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1289,23/10/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1290,24/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1291,25/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1292,28/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1293,29/10/2019,08:00:00,Jan,Primary sump,,,,,,,,,,
1294,30/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1295,31/10/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1296,01/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1297,04/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1298,05/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1299,06/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1300,07/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1301,08/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1302,11/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1303,12/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1304,13/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1305,14/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1306,14/11/2019,16:00:00,Kabelo,Primary sump,,,,,,,,,,
1307,15/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1308,18/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1309,19/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1310,20/11/2019,08:00:00,Pertunia,Primary sump,,,,,,,,,,
1311,20/11/2019,12:00:00,Pertunia,Primary sump,,,,,,,,,,
1313,20/11/2019,15:00:00,Pertunia,Primary sump,9.55,97.8,16.8,,,,,,,
1315,21/11/2019,08:00:00,Kabelo,Primary sump,,,14.8,,,,,,,
1317,22/11/2019,08:00:00,Kabelo,Primary sump,9.50,96.6,15.8,,,,,,,
1319,25/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1320,27/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1321,28/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1322,29/11/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1323,02/12/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1324,03/12/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1325,04/12/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1326,05/12/2019,12:45:00,Kabelo,Primary sump,,,,,,,,,,
1327,06/12/2019,08:00:00,Justin,Primary sump,,,,,,,,,,
1328,09/12/2019,08:00:00,Kabelo,Primary sump,,,,,,,,,,
1329,10/12/2019,08:00:00,Kabelo,Primary sump,9.93,95.6,12.9,,,,,,,
1330,11/12/2019,08:00:00,Kabelo,Primary sump,9.53,93.0,13.4,,,,,,,
1331,12/12/2019,08:00:00,Pertunia,Primary sump,,,11.9,,,,,,,
1332,12/12/2019,12:00:00,Keenan,Primary sump,,,,,,,,,,
310,22/02/2019,09:40:00,Sarah,Primary sump,9.1,85.2,12.3,,,,,,,
311,22/02/2019,10:40:00,Sarah,Primary sump,9.77,91.7,12.6,,,,,,,
312,22/02/2019,11:10:00,Sarah,Primary sump,8.02,90.5,11.9,,,,,,,
314,22/02/2019,12:15:00,Sarah,Primary sump,9.08,85.1,12.1,,,,,,,
316,22/02/2019,13:03:00,Sarah,Primary sump,9.47,86.7,11.4,,,,,,,
318,22/02/2019,13:45:00,Abonga,Primary sump,9.23,84.9,11.4,,,,,,,
320,22/02/2019,14:45:00,Sarah,Primary sump,8.92,84.9,13.2,,,,,,,
322,22/02/2019,16:00:00,Sarah,Primary sump,8.92,86.4,14.2,,,,,,,
324,22/02/2019,16:45:00,Sarah,Primary sump,,,,,,,,,,
325,22/02/2019,17:10:00,Sarah,Primary sump,,,,,,,,,,
327,22/02/2019,17:30:00,Sarah,Primary sump,,,,,,,,,,
328,22/02/2019,18:30:00,Pertunia,Primary sump,9.02,89,14.5,,,,,,,
330,22/02/2019,19:30:00,Pertunia,Primary sump,8.73,83.5,13.3,,,,,,,
332,22/02/2019,21:11:00,Pertunia,Primary sump,8.9,83.5,12.5,,,,,,,
334,22/02/2019,23:00:00,Pertunia,Primary sump,8.74,81.4,12.1,,,,,,,
336,23/02/2019,01:00:00,Pertunia,Primary sump,8.33,89.3,12.3,,,,,,,
338,23/02/2019,04:45:00,Pertunia,Primary sump,8.96,82.6,11.6,,,,,,,
340,23/02/2019,07:45:00,Lorna,Primary sump,9.13,86.3,12.6,,,,,,,
399,25/02/2019,03:00:00,Pertunia,Primary sump,8.89,87.1,14.1,,,,,,,
434,26/02/2019,06:00:00,Pertunia,Primary sump,6.94,70.4,15.5,,,,,,,
436,26/02/2019,07:45:00,Sarah,Primary sump,6.72,65.9,16,,,,,,,
439,26/02/2019,09:30:00,Sarah,Primary sump,6.8,69.5,16.4,,,,,,,
441,26/02/2019,10:15:00,Sarah,Primary sump,6.75,68.3,16.7,,,,,,,
453,26/02/2019,17:00:00,Sarah,Primary sump,,,,,,,,,,
481,27/02/2019,04:00:00,Pertunia,Primary sump,9.47,95.7,16.2,,,,,,,
483,27/02/2019,07:00:00,Sarah,Primary sump,,,,,,,,,,
485,27/02/2019,09:00:00,Lorna,Primary sump,8.02,96.4,16.4,,,,,,,
488,27/02/2019,11:00:00,Sarah,Primary sump,8.02,96.4,16.4,,,,,,,
490,27/02/2019,12:00:00,Sarah,Primary sump,9.3,94.7,16.6,,,,,,,
492,27/02/2019,13:13:00,Sarah,Primary sump,9.24,95.5,16.3,,,,,,,
494,27/02/2019,,Sarah,Primary sump,9.46,97,16.6,,,,,,,
495,27/02/2019,16:10:00,Sarah,Primary sump,9.34,94.7,16.5,,,,,,,
503,27/02/2019,19:00:00,Pertunia,Primary sump,9.54,96.3,15.9,,,,,,,
505,27/02/2019,08:00:00,Pertunia,Primary sump,9.41,95.2,16.1,,,,,,,
507,27/02/2019,21:00:00,Pertunia,Primary sump,9.53,96.7,15.9,,,,,,,
509,27/02/2019,23:00:00,Pertunia,Primary sump,9.3,95.9,16.2,,,,,,,
511,28/02/2019,01:00:00,Pertunia,Primary sump,9.67,98,16.2,,,,,,,
513,28/02/2019,03:00:00,Pertunia,Primary sump,9.49,97.4,16.4,,,,,,,
515,28/02/2019,05:00:00,Pertunia,Primary sump,9.55,97.5,16.2,,,,,,,
517,28/02/2019,07:45:00,Sarah,Primary sump,9.34,95.1,16.2,,,,,,,
519,28/02/2019,09:00:00,Sarah,Primary sump,9.56,97.3,16.4,,,,,,,
521,28/02/2019,10:45:00,Sarah,Primary sump,,,,,,,,,,
537,01/03/2019,04:00:00,Sarah,Primary sump,9.53,93.5,16,,,,,,,
540,01/03/2019,09:30:00,Pertunia,Primary sump,9.56,96.2,16.2,,,,,,,
542,01/03/2019,11:30:00,Pertunia,Primary sump,9.68,98.1,16.2,,,,,,,
544,01/03/2019,14:00:00,Pertunia,Primary sump,9.68,98.8,16.5,,,,,,,
546,01/03/2019,17:50:00,Sarah,Primary sump,9.23,96.7,17.8,,,,,,,
548,01/03/2019,22:00:00,Sarah,Primary sump,8.96,95.4,17.9,,,,,,,
550,02/03/2019,02:00:00,Sarah,Primary sump,9.35,96.4,17.3,,,,,,,
552,02/03/2019,06:00:00,Sarah,Primary sump,9.43,97.7,17,,,,,,,
553,02/03/2019,10:00:00,Sarah,Primary sump,9.21,97,16.9,,,,,,,
555,02/03/2019,14:00:00,Sarah,Primary sump,9.51,99.4,16.4,,,,,,,
557,02/03/2019,18:00:00,Sarah,Primary sump,9.82,102.5,17.5,,,,,,,
559,02/03/2019,00:00:00,Sarah,Primary sump,9.52,99,17.6,,,,,,,
561,03/03/2019,06:00:00,Sarah,Primary sump,9.47,96.7,16.7,,,,,,,
563,03/03/2019,10:00:00,Lorna,Primary sump,9.71,99.6,16.8,,,,,,,
565,03/03/2019,14:00:00,Lorna,Primary sump,8.91,90.4,17.2,,,,,,,
567,03/03/2019,18:00:00,Sarah,Primary sump,9.27,98.4,18.5,,,,,,,
569,03/03/2019,00:00:00,Sarah,Primary sump,9.52,99.2,17.7,,,,,,,
710,09/03/2019,15:30:00,Sarah,Primary sump,,,,,,,,,,
807,20/03/2019,18:30:00,Pertunia,Primary sump,,,,,,,,,,
809,20/03/2019,20:15:00,Pertunia,Primary sump,,,,,,,,,,
811,20/03/2019,22:00:00,Pertunia,Primary sump,,,,,,,,,,
813,20/03/2019,00:00:00,Pertunia,Primary sump,,,,,,,,,,
815,21/03/2019,02:00:00,Pertunia,Primary sump,,,,,,,,,,
817,21/03/2019,04:00:00,Pertunia,Primary sump,,,,,,,,,,
819,21/03/2019,05:00:00,Pertunia,Primary sump,,,,,,,,,,
821,21/03/2019,07:30:00,,Primary sump,,,14,,,,,,,
823,21/03/2019,09:30:00,Lorna,Primary sump,,,15.1,,,,,,,
825,21/03/2019,11:00:00,Lorna,Primary sump,,,15.2,,,,,,,
827,21/03/2019,13:00:00,Sarah,Primary sump,,,,,,,,,,
829,21/03/2019,13:45:00,Sarah,Primary sump,,,,,,,,,,
830,21/03/2019,15:00:00,Sarah,Primary sump,,,,,,,,,,
835,21/03/2019,22:00:00,Pertunia,Primary sump,,,,,,,,,,
837,21/03/2019,23:00:00,Pertunia,Primary sump,,,,,,,,,,
839,21/03/2019,00:00:00,Pertunia,Primary sump,,,,,,,,,,
841,22/03/2019,01:00:00,Pertunia,Primary sump,,,,,,,,,,
843,22/03/2019,02:00:00,Pertunia,Primary sump,,,,,,,,,,
845,22/03/2019,03:00:00,Pertunia,Primary sump,,,,,,,,,,
847,22/03/2019,04:00:00,Pertunia,Primary sump,,,,,,,,,,
849,22/03/2019,05:00:00,Pertunia,Primary sump,,,,,,,,,,
851,22/03/2019,08:00:00,Lorna,Primary sump,,,,,,,,,,
852,22/03/2019,08:30:00,Lorna,Primary sump,,,,,,,,,,
853,22/03/2019,09:00:00,Lorna,Primary sump,,,,,,,,,,
855,22/03/2019,09:50:00,Lorna,Primary sump,,,,,,,,,,
857,22/032019,11:00:00,Lorna,Primary sump,,,,,,,,,,
859,22/03/2019,12:00:00,Lorna,Primary sump,,,11.6,,,,,,,
861,22/03/2019,13:00:00,Lorna,Primary sump,,,11.9,,,,,,,
885,23/03/2019,08:50:00,Lorna,Primary sump,,,,,,,,,,
887,23/03/2019,10:00:00,Lorna,Primary sump,,,10.5,,,,,,,
889,23/03/2019,11:00:00,Lorna,Primary sump,,,,,,,,,,
891,23/03/2019,12:00:00,Lorna,Primary sump,,,1.02,,,,,,,
893,23/03/2019,14;00,Werner,Primary sump,,,9.9,,,,,,,
895,23/03/2019,16:00:00,Werner,Primary sump,,,,,,,,,,
897,23/03/2019,18:00:00,Sarah,Primary sump,,,11,,,,,,,
899,24/03/2019,07:45:00,Lorna,Primary sump,,,10,,,,,,,
901,24/03/2019,16:00:00,Werner,Primary sump,,,10,,,,,,,
903,24/03/2019,17:00:00,Werner,Primary sump,,,10,,,,,,,
905,24/03/2019,20:00:00,Pertunia,Primary sump,,,12,,,,,,,
906,24/03/2019,20:00:00,Pertunia,Primary sump,,,,,,,,,,
907,24/03/2019,20:00:00,Pertunia,Primary sump,,,,,,,,,,
908,24/03/2019,20:00:00,Pertunia,Primary sump,,,,,,,,,,
911,24/03/2019,21:00:00,Pertunia,Primary sump,,,12,,,,,,,
912,24/03/2019,21:00:00,Pertunia,Primary sump,,,,,,,,,,
914,24/03/2019,22:00:00,Pertunia,Primary sump,,,13,,,,,,,
917,24/03/2019,23:00:00,Pertunia,Primary sump,,,13,,,,,,,
919,24/03/2019,00:00:00,Pertunia,Primary sump,,,,,,,,,,
921,25/03/2019,01:00:00,Pertunia,Primary sump,,,,,,,,,,
925,25/03/2019,07:30:00,Lorna,Primary sump,,,10.2,,,,,,,
927,25/03/2019,10:00:00,Sarah,Primary sump,,,,,,,,,,
929,25/03/2019,14:00:00,Sarah,Primary sump,,,,,,,,,,
930,25/03/2019,15:00:00,Sarah,Primary sump,,,,,,,,,,
66,12/02/2019,09:36:00,Pertunia,Sea water,,,,,,,,,,
73,12/02/2019,12:00:00,Pertunia,Sea water,,,,,,,,,,
1039,29/03/2019,21:15:00,Sarah,Seaview,,,,,,,,,,
1051,30/03/2019,13:00:00,Lorna,Seaview,,,,,0.21,0.22,8.16,,,
1052,30/03/2019,13:00:00,Lorna,Seaview,,,,0.09,0.11,0.12,7.82,,,
1061,30/03/2019,18:00:00,Pertunia,Seaview,,,,,,,,,,
225,19/02/2019,02:00:00,Sarah,Seaview Effluent,,,,0.13,0.16,0.17,7.05,,,
452,26/02/2019,16:30:00,Sarah,Seaview effluent,8.66,84.3,17.4,,,,,,,
461,26/02/2019,18:00:00,Pertunia,Seaview effluent,8.88,98.9,17.5,,,,,,,
471,26/02/2019,20:00:00,Pertunia,Seaview effluent,7.61,77.5,16.5,,,,,,,
913,24/03/2019,21:00:00,Pertunia,Seaview Farm,,,,,,,,,,
916,24/03/2019,22:30:00,Pertunia,Seaview farm (Top-up),,,,,,,,,,
75,12/02/2019,12:00:00,Pertunia,Seaview Recirc,8.23,,14.6,,,,,,,
58,11/02/2019,20:30:00,Pertunia,Sec Swirler,9.12,,13.1,,,,,,,
64,12/02/2019,08:30:00,Pertunia,Sec Swirler,8.74,,11.6,,,,,,,
68,12/02/2019,10:44:00,Pertunia,Sec Swirler,,,,,,,,,,
79,12/02/2019,18:45:00,Pertunia,Settlement,8.34,84.5,17.6,,,,,,,
107,13/02/2019,17:30:00,Lorna,Settlement,9.21,89,15.8,,,,,,,
116,13/02/2019,23:38:00,Pertunia,Settlement,9.5,97,16.3,,,,,,,
182,17/02/2019,22:50:00,Pertunia,Settlement,,,,,,,,,,
423,25/02/2019,23:00:00,Pertunia,Settlement,6.86,73,18.4,,,,,,,
429,26/02/2019,01:00:00,Pertunia,Settlement,7.02,73.9,17.8,,,,,,,
499,27/02/2019,12:36:00,Lorna,Settlement,7.62,76.6,18,,,,,,,
705,09/03/2019,10:00:00,Sarah,Settlement,8.09,81.6,16.6,,,,,,,
746,12/03/2019,11:00:00,Sarah,Settlement,9.98,86.7,12.2,0.01,0.01,0.01,7.4,,,
870,22/03/2019,18:30:00,Sarah,Settlement,,,,,,,,,,
1049,30/03/2019,12:35:00,Lorna,settlement,,,,,,,,,,
465,26/02/2019,19:00:00,Pertunia,Settlement inside,8.26,87.6,18.5,,,,,,,
464,26/02/2019,19:00:00,Pertunia,Settlement outside,8.2,86.5,18,,,,,,,
454,26/02/2019,17:00:00,Sarah,Settlement tank,6.06,64.8,17.8,,,,,,,
1054,30/03/2019,13:00:00,Lorna,Sula,,,,0.06,0.07,0.08,7.83,,,
94,13/02/2019,09:51:00,Pertunia,Sula recirc,8.48,83.7,15,,,,,,,
467,26/02/2019,19:00:00,Pertunia,SV 1,7.66,80.3,17.7,,,,,,,
468,26/02/2019,19:00:00,Pertunia,SV 2,8.02,82.3,17.2,,,,,,,
220,18/02/2019,21:00:00,Sarah,Unit 15,7.77,78.1,15.7,0.22,0.27,0.28,7.78,,,
218,18/02/2019,21:00:00,Pertunia,Unit 5,8.03,81.1,15.9,0.46,0.56,0.59,7.74,,,
219,18/02/2019,21:00:00,Sarah,Unit 6,7.3,72.8,15.6,0.11,0.13,0.14,7.65,,,
444,26/02/2019,12:45:00,Sarah,,,,,,,,,,,
