Sample,Date,Time,Counted by,Site
1,02/01/2019,08:00,Lorna,Primary sump
2,02/01/2019,16:21,Lorna,Primary sump
3,03/01/2019,08:00,Lorna,Primary sump
4,04/01/2019,08:00,Lorna,Primary sump
5,07/01/2019,08:00,Lorna,Primary sump
6,08/01/2019,08:00,Lorna,Primary sump
7,09/01/2019,08:00,Lorna,Primary sump
8,10/01/2019,08:00,Lorna,Primary sump
9,11/01/2019,08:00,Lorna,Primary sump
10,11/01/2019,12:24,Lorna,Primary sump
11,14/01/2019,08:00,Lorna,Primary sump
12,15/01/2019,08:00,Lorna,Primary sump
13,16/01/2019,08:00,Lorna,Primary sump
14,17/01/2019,08:00,Lorna,Primary sump
15,18/01/2019,08:00,Lorna,Primary sump
16,21/01/2019,08:00,Lorna,Primary sump
17,22/01/2019,08:00,Pertunia,Primary sump
18,23/01/2019,08:00,Pertunia,Primary sump
19,24/01/2019,08:00,Pertunia,Primary sump
20,24/01/2019,15:09,Pertunia,Primary sump
21,25/01/2019,08:16,Pertunia,Primary sump
22,25/01/2019,10:41,Pertunia,Primary sump
23,25/01/2019,12:23,Pertunia,Primary sump
24,26/01/2019,08:36,Pertunia,Primary sump
25,26/01/2019,13:47,Pertunia,Primary sump
26,26/01/2019,16:52,Pertunia,Primary sump
27,27/01/2019,08:00,Pertunia,Primary sump
28,27/01/2019,14:00,Pertunia,Primary sump
29,27/01/2019,17:20,Pertunia,Primary sump
30,28/01/2019,08:00,Pertunia,Primary sump
31,29/01/2019,08:00,Pertunia,Primary sump
32,30/01/2019,08:00,Lorna,Primary sump
33,30/01/2019,15:44,Pertunia,Primary sump
34,31/01/2019,08:00,Pertunia,Primary sump
35,31/01/2019,13:30,Pertunia,Primary sump
36,31/01/2019,17:00,Pertunia,Primary sump
37,01/02/2019,08:00,Pertunia,Primary sump
38,01/02/2019,12:58,Pertunia,Primary sump
39,02/02/2019,08:00,Pertunia,Primary sump
40,02/02/2013,16:28,Pertunia,Primary sump
41,03/02/2019,08:23,Pertunia,Primary sump
42,03/02/2019,16:00,Pertunia,Primary sump
43,04/02/2019,08:00,Pertunia,Primary sump
44,04/02/2019,16:00,Pertunia,Primary sump
45,05/02/2019,08:00,Pertunia,Primary sump
46,05/02/2019,16:26,Pertunia,Primary sump
47,06/02/2019,08:20,Pertunia,Primary sump
48,06/02/2019,14:00,Pertunia,Primary sump
49,07/02/2019,08:00,Pertunia,Primary sump
50,08/02/2019,08:00,Pertunia,Primary sump
51,11/02/2019,09:00,Pertunia,Primary sump
52,11/02/2019,14:00,Pertunia,Primary sump
53,11/02/2019,15:00,Pertunia,Primary sump
54,11/02/2019,16:17,Pertunia,Primary sump
55,11/02/2019,17:00,Pertunia,Primary sump
56,11/02/2019,18:00,Pertunia,Primary sump
57,11/02/2019,20:00,Pertunia,Primary sump
58,11/02/2019,20:30,Pertunia,Sec Swirler
59,11/02/2019,20:48,Pertunia,After Drumfilter
60,11/02/2019,22:26,Pertunia,Primary sump
61,11/02/2019,22:26,Pertunia,Amaza
62,11/02/2019,22:26,Pertunia,After Drumfilter
63,12/02/2019,08:00,Pertunia,Primary sump
64,12/02/2019,08:30,Pertunia,Sec Swirler
65,12/02/2019,08:30,Pertunia,After Drumfilter
66,12/02/2019,09:36,Pertunia,Sea water
67,12/02/2019,10:30,Pertunia,After Drumfilter
68,12/02/2019,10:44,Pertunia,Sec Swirler
69,12/02/2019,11:00,Pertunia,After Drumfilter
70,12/02/2019,11:00,Pertunia,Primary sump
71,12/02/2019,11:00,Pertunia,After Drumfilter
72,12/02/2019,11:00,Pertunia,Bergsig
73,12/02/2019,12:00,Pertunia,Sea water
74,12/02/2019,12:00,Pertunia,After Drumfilter
75,12/02/2019,12:00,Pertunia,Seaview Recirc
76,12/02/2019,18:30,Pertunia,After Drumfilter
77,12/02/2019,18:35,Pertunia,Broodstock
78,12/02/2019,18:40,Pertunia,Nursery
79,12/02/2019,18:45,Pertunia,Settlement
80,12/02/2019,18:50,Pertunia,Nursery office
81,12/02/2019,19:45,Pertunia,Primary sump
82,12/02/2019,19:45,Pertunia,After Drumfilter
83,12/02/2019,22:26,Share',Primary sump
84,12/02/2019,22:36,Share',Amaza
85,12/02/2019,22:40,Share',After Drumfilter
86,13/02/2019,00:04,Share',Primary sump
87,13/02/2019,00:04,Share',After Drumfilter
88,13/02/2019,02:51,Share',Primary sump
89,13/02/2019,02:52,Share',After Drumfilter
90,13/02/2019,06:45,Werner,Primary sump
91,13/02/2019,06:45,Werner,After Drumfilter
92,13/02/2019,09:19,Pertunia,Primary sump
93,13/02/2019,09:31,Pertunia,After Drumfilter
94,13/02/2019,09:51,Pertunia,Sula recirc
95,13/02/2019,10:48,Pertunia,Primary sump
96,13/02/2019,10:50,Pertunia,After Drumfilter
97,13/02/2019,12:10,Pertunia,Primary sump
98,13/02/2019,13:00,Werner,Primary sump
99,13/02/2019,13:59,Pertunia,Primary sump
100,13/02/2019,15:00,Pertunia,Primary sump
101,13/02/2019,15:30,Pertunia,Primary sump
102,13/02/2019,15:35,Werner,Primary sump
103,13/02/2019,15:50,Pertunia,Primary sump
104,13/02/2019,16:07,Lorna,Primary sump
105,13/02/2019,16:51,Lorna,After Drumfilter
106,13/02/2019,17:27,Lorna,Primary sump
107,13/02/2019,17:30,Lorna,Settlement
108,13/02/2019,19:03,Lorna,Primary sump
109,13/02/2019,19:54,Lorna,Primary sump
110,13/02/2019,21:00,Lorna,Primary sump
111,13/02/2019,22:50,Pertunia,Primary sump
112,13/02/2019,22:50,Pertunia,After Drumfilter
113,13/02/2019,23:08,Pertunia,Hatchery
114,13/02/2019,23:18,Pertunia,Broodstock
115,13/02/2019,23:28,Pertunia,Nursery
116,13/02/2019,23:38,Pertunia,Settlement
117,14/02/2019,00:00,Pertunia,Primary sump
118,14/02/2019,00:05,Pertunia,After Drumfilter
119,14/02/2019,02:56,Pertunia,Primary sump
120,14/02/2019,02:58,Pertunia,After Drumfilter
121,14/02/2019,04:28,Pertunia,After Drumfilter
122,14/02/2019,04:32,Pertunia,Primary sump
123,14/02/2019,06:07,Pertunia,Primary sump
124,14/02/2019,06:10,Pertunia,After Drumfilter
125,14/02/2019,07:39,Lorna,Primary sump
126,14/02/2019,07:50,Lorna,After Drumfilter
127,14/02/2019,09:00,Lorna,Primary sump
128,14/02/2019,09:05,Lorna,Primary sump
129,14/02/2019,10:00,Lorna,Primary sump
130,14/02/2019,10:06,Lorna,After Drumfilter
131,14/02/2019,11:00,Lorna,Primary sump
132,14/02/2019,11:04,Lorna,After Drumfilter
133,14/02/2019,12:00,Lorna,Primary sump
134,14/02/2019,12:04,Lorna,After Drumfilter
135,14/02/2019,13:00,Lorna,Primary sump
136,14/02/2019,13:05,Lorna,After Drumfilter
137,14/02/2019,14:18,Lorna,Primary sump
138,14/02/2019,14:22,Lorna,After Drumfilter
139,14/02/2019,15:26,Lorna,Primary sump
140,14/02/2019,15:30,Lorna,After Drumfilter
141,14/02/2019,16:30,Lorna,After Drumfilter
142,14/02/2019,18:20,Pertunia,Primary sump
143,14/02/2019,18:20,Pertunia,After Drumfilter
144,14/02/2019,19:55,Pertunia,Primary sump
145,14/02/2019,19:55,Pertunia,After Drumfilter
146,14/02/2019,21:00,Pertunia,Primary sump
147,14/02/2019,21:00,Pertunia,After Drumfilter
148,15/02/2019,00:05,Pertunia,Primary sump
149,15/02/2019,00:05,Pertunia,After Drumfilter
150,15/02/2019,02:14,Pertunia,Primary sump
151,15/02/2019,02:19,Pertunia,After Drumfilter
152,15/02/2019,04:36,Pertunia,Primary sump
153,15/02/2019,04:36,Pertunia,After Drumfilter
154,15/02/2019,07:43,Ruan,Primary sump
155,15/02/2019,09:54,Ruan,Primary sump
156,15/02/2019,10:01,Ruan,After Drumfilter
157,15/02/2019,11:00,Ruan,Primary sump
158,15/02/2019,11:07,Ruan,After Drumfilter
159,15/02/2019,11:10,Ruan,After Drumfilter
160,15/02/2019,12:12,Ruan,Primary sump
161,15/02/2019,12:15,Ruan,After Drumfilter
162,15/02/2019,13:00,Ruan,Primary sump
163,15/02/2019,13:00,Ruan,After Drumfilter
164,16/02/2019,08:20,Pertunia,Primary sump
165,16/02/2019,08:20,Pertunia,After Drumfilter
166,17/02/2019,10:30,Sarah,Primary sump
167,17/02/2019,11:15,Sarah,After Drumfilter
168,17/02/2019,12:44,Sarah,Primary sump
169,17/02/2019,12:44,Sarah,After Drumfilter
170,17/02/2019,15:00,Sarah,After Drumfilter
171,17/02/2019,18:00,Pertunia,After Drumfilter
172,17/02/2019,18:18,Pertunia,Broodstock
173,17/02/2019,19:14,Pertunia,Inside Settlement
174,17/02/2019,19:14,Pertunia,Nursery SV
175,17/02/2019,19:25,Pertunia,Amaza 5 settlement
176,17/02/2019,20:38,Pertunia,After Drumfilter
177,17/02/2019,20:40,Pertunia,Primary sump
178,17/02/2019,22:31,Pertunia,Broodstock
179,17/02/2019,22:40,Pertunia,After Drumfilter
180,17/02/2019,22:45,Pertunia,Primary sump
181,17/02/2019,22:50,Pertunia,Nursery SV
182,17/02/2019,22:50,Pertunia,Settlement
183,17/02/2019,23:01,Pertunia,Amaza 5 settlement
184,17/02/2019,23:08,Pertunia,Amaza 5 settlement
185,17/02/2019,23:12,Pertunia,Amaza 5 settlement
186,18/02/2019,01:00,Pertunia,Primary sump
187,18/02/2019,01:00,Pertunia,After Drumfilter
188,18/02/2019,01:00,Pertunia,Broodstock
189,18/02/2019,01:00,Pertunia,Inside Settlement
190,18/02/2019,01:00,Pertunia,Amaza 5 settlement
191,18/02/2019,01:00,Pertunia,Nursery SV
192,18/02/2019,02:00,Pertunia,Primary sump
193,18/02/2019,02:00,Pertunia,After Drumfilter
194,18/02/2019,03:00,Pertunia,Primary sump
195,18/02/2019,03:00,Pertunia,After Drumfilter
196,18/02/2019,04:00,Pertunia,Primary sump
197,18/02/2019,04:00,Pertunia,After Drumfilter
198,18/02/2019,05:00,Pertunia,Primary sump
199,18/02/2019,05:00,Pertunia,After Drumfilter
200,18/02/2019,07:45,Sarah,Primary sump
201,18/02/2019,07:45,Sarah,After Drumfilter
202,18/02/2019,09:50,Sarah,Primary sump
203,18/02/2019,09:50,Sarah,After Drumfilter
204,18/02/2019,12:00,Sarah,Primary sump
205,18/02/2019,12:00,Sarah,After Drumfilter
206,18/02/2019,14:00,Sarah,Primary sump
207,18/02/2019,14:00,Sarah,After Drumfilter
208,18/02/2019,15:30,Sarah,Primary sump
209,18/02/2019,15:30,Sarah,After Drumfilter
210,18/02/2019,16:15,Sarah,Primary sump
211,18/02/2019,16:15,Sarah,After Drumfilter
212,18/02/2019,17:50,Pertunia,Primary sump
213,18/02/2019,18:00,Pertunia,After Drumfilter
214,18/02/2019,19:00,Pertunia,Primary sump
215,18/02/2019,19:10,Pertunia,After Drumfilter
216,18/02/2019,21:00,Pertunia,Primary sump
217,18/02/2019,21:00,Pertunia,After Drumfilter
218,18/02/2019,21:00,Pertunia,Unit 5
219,18/02/2019,21:00,Sarah,Unit 6
220,18/02/2019,21:00,Sarah,Unit 15
221,19/02/2019,00:05,Sarah,Primary sump
222,19/02/2019,00:05,Sarah,After Drumfilter
223,19/02/2019,02:00,Sarah,Primary sump
224,19/02/2019,02:00,Sarah,After Drumfilter
225,19/02/2019,02:00,Sarah,Seaview Effluent
226,19/02/2019,04:00,Sarah,Primary sump
227,19/02/2019,04:00,Sarah,After Drumfilter
228,19/02/2019,07:44,Lorna,Primary sump
229,19/02/2019,07:44,Lorna,After Drumfilter
230,19/02/2019,09:45,Lorna,Primary sump
231,19/02/2019,09:50,Lorna,After Drumfilter
232,19/02/2019,11:12,Lorna,Primary sump
233,19/02/2019,11:16,Lorna,After Drumfilter
234,19/02/2019,12:03,Lorna,Primary sump
235,19/02/2019,12:06,Lorna,After Drumfilter
236,19/02/2019,14:30,Lorna,Primary sump
237,19/02/2019,14:36,Lorna,After Drumfilter
238,19/02/2019,15:30,Lorna,Primary sump
239,19/02/2019,15:36,Lorna,After Drumfilter
240,19/02/2019,17:30,Sarah,Primary sump
241,19/02/2019,17:30,Sarah,After Drumfilter
242,19/02/2019,19:00,Sarah,Primary sump
243,19/02/2019,19:00,Sarah,After Drumfilter
244,19/02/2019,21:00,Sarah,Primary sump
245,19/02/2019,21:00,Sarah,After Drumfilter
246,19/02/2019,23:00,Sarah,Primary sump
247,19/02/2019,23:00,Sarah,After Drumfilter
248,20/02/2019,01:00,Sarah,Primary sump
249,20/02/2019,01:00,Sarah,After Drumfilter
250,20/02/2019,03:00,Sarah,Primary sump
251,20/02/2019,03:00,Sarah,After Drumfilter
252,20/02/2019,05:00,Sarah,Primary sump
253,20/02/2019,05:00,Sarah,After Drumfilter
254,20/02/2019,07:48,Sarah,Primary sump
255,20/02/2019,07:51,Sarah,After Drumfilter
256,20/02/2019,09:05,Lorna,Primary sump
257,20/02/2019,09:08,Lorna,After Drumfilter
258,20/02/2019,09:08,Lorna,Primary sump
259,20/02/2019,12:22,Lorna,Primary sump
260,20/02/2019,14:06,Lorna,Primary sump
261,20/02/2019,15:23,Pertunia,Primary sump
262,20/02/2019,15:23,Pertunia,After Drumfilter
263,20/02/2019,18:00,Pertunia,Primary sump
264,20/02/2019,18:00,Pertunia,After Drumfilter
265,20/02/2019,18:00,Pertunia,After Drumfilter
266,20/02/2019,19:00,Pertunia,Primary sump
267,20/02/2019,19:00,Pertunia,After Drumfilter
268,20/02/2019,21:00,Pertunia,Primary sump
269,20/02/2019,21:00,Pertunia,After Drumfilter
270,20/02/2019,23:00,Pertunia,Primary sump
271,20/02/2019,23:00,Pertunia,After Drumfilter
272,21/02/2019,01:00,Pertunia,Primary sump
273,21/02/2019,01:00,Pertunia,After Drumfilter
274,21/02/2019,03:00,Pertunia,Primary sump
275,21/02/2019,03:00,Pertunia,After Drumfilter
276,21/02/2019,06:00,Pertunia,Primary sump
277,21/02/2019,06:00,Pertunia,After Drumfilter
278,21/02/2019,09:00,Sarah,Primary sump
279,21/02/2019,10:00,Sarah,Broodstock 
280,21/02/2019,11:00,Sarah,Kelpcatchers
281,21/02/2019,11:45,Sarah,After Drumfilter
282,21/02/2019,11:00,Sarah,Broodstock
283,21/02/2019,12:30,Sarah,After Drumfilter
284,21/02/2019,12:30,Sarah,Primary sump
285,21/02/2019,13:15,Sarah,Primary sump
286,21/02/2019,13:15,Sarah,After Drumfilter
287,21/02/2019,13:15,Sarah,Broodstock before filter
288,21/02/2019,14:10,Sarah,Primary sump
289,21/02/2019,14:10,Sarah,After Drumfilter
290,21/02/2019,14:15,Sarah,Broodstock filter
291,21/02/2019,15:00,Sarah,Primary sump
292,21/02/2019,15:00,Sarah,After Drumfilter
293,21/02/2019,16:00,Sarah,Primary sump
294,21/02/2019,16:00,Sarah,After Drumfilter
295,21/02/2019,18:00,Pertunia,Primary sump
296,21/02/2019,18:00,Pertunia,After Drumfilter
297,21/02/2019,20:00,Pertunia,Primary sump
298,21/02/2019,20:00,Pertunia,After Drumfilter
299,21/02/2019,22:00,Pertunia,Primary sump
300,21/02/2019,22:00,Pertunia,After Drumfilter
301,22/02/2019,00:00,Pertunia,Primary sump
302,22/02/2019,00:00,Pertunia,After Drumfilter
303,22/02/2019,02:53,Pertunia,Primary sump
304,22/02/2019,02:54,Pertunia,After Drumfilter
305,22/02/2019,06:00,Pertunia,Primary sump
306,22/02/2019,06:00,Pertunia,After Drumfilter
307,22/02/2019,07:45,Sarah,Primary sump
308,22/02/2019,07:45,Sarah,After Drumfilter
309,22/02/2019,09:00,Sarah,Primary sump
310,22/02/2019,09:40,Sarah,Primary sump 
311,22/02/2019,10:40,Sarah,Primary sump 
312,22/02/2019,11:10,Sarah,Primary sump 
313,22/02/2019,11:10,Sarah,After Drumfilter
314,22/02/2019,12:15,Sarah,Primary sump 
315,22/02/2019,12:15,Sarah,After Drumfilter
316,22/02/2019,13:03,Sarah,Primary sump 
317,22/02/2019,13:03,Sarah,After Drumfilter
318,22/02/2019,13:45,Abonga,Primary sump 
319,22/02/2019,13:45,Abonga,After Drumfilter
320,22/02/2019,14:45,Sarah,Primary sump 
321,22/02/2019,14:45,Sarah,After Drumfilter
322,22/02/2019,16:00,Sarah,Primary sump 
323,22/02/2019,16:00,Sarah,After Drumfilter
324,22/02/2019,16:45,Sarah,Primary sump 
325,22/02/2019,17:10,Sarah,Primary sump 
326,22/02/2019,17:30,Sarah,After Drumfilter
327,22/02/2019,17:30,Sarah,Primary sump 
328,22/02/2019,18:30,Pertunia,Primary sump 
329,22/02/2019,18:30,Pertunia,After Drumfilter
330,22/02/2019,19:30,Pertunia,Primary sump 
331,22/02/2019,19:30,Pertunia,After Drumfilter
332,22/02/2019,21:11,Pertunia,Primary sump 
333,22/02/2019,21:11,Pertunia,After Drumfilter
334,22/02/2019,23:00,Pertunia,Primary sump 
335,22/02/2019,23:00,Pertunia,After Drumfilter
336,23/02/2019,01:00,Pertunia,Primary sump 
337,23/02/2019,01:00,Pertunia,After Drumfilter
338,23/02/2019,04:45,Pertunia,Primary sump 
339,23/02/2019,04:45,Pertunia,After Drumfilter
340,23/02/2019,07:45,Lorna,Primary sump 
341,23/02/2019,07:45,Lorna,After Drumfilter
342,23/02/2019,08:40,Lorna,Primary sump
343,23/02/2019,09:15,Lorna,Primary sump
344,23/02/2019,09:15,Lorna,After Drumfilter
345,23/02/2019,10:15,Lorna,Primary sump
346,23/02/2019,10:15,Lorna,After Drumfilter
347,23/02/2019,11:00,Lorna,Primary sump
348,23/02/2019,11:12,Lorna,After Drumfilter
349,23/02/2019,12:00,Lorna,Primary sump
350,23/02/2019,12:12,Lorna,After Drumfilter
351,23/02/2019,,Lorna,Primary sump
352,23/02/2019,,Lorna,After Drumfilter
353,23/02/2019,13:05,Lorna,Primary sump
354,23/02/2019,13:07,Lorna,After Drumfilter
355,23/02/2019,14:30,Lorna,Primary sump
356,23/02/2019,15:05,Lorna,After Drumfilter
357,23/02/2019,15:15,Lorna,Primary sump
358,23/02/2019,15:42,Lorna,After Drumfilter
359,23/02/2019,16:22,Lorna,Primary sump
360,23/02/2019,16:27,Lorna,After Drumfilter
361,23/02/2019,18:00,Pertunia,Primary sump
362,23/02/2019,19:00,Pertunia,Primary sump
363,23/02/2019,19:00,Pertunia,After Drumfilter
364,23/02/2019,20:00,Pertunia,Primary sump
365,23/02/2019,20:00,Pertunia,After Drumfilter
366,23/02/2019,22:00,Pertunia,Primary sump
367,23/02/2019,22:00,Pertunia,After Drumfilter
368,24/02/2019,00:00,Pertunia,Primary sump
369,24/02/2019,00:00,Pertunia,After Drumfilter
370,24/02/2019,02:00,Pertunia,Primary sump
371,24/02/2019,02:00,Pertunia,After Drumfilter
372,24/02/2019,04:00,Pertunia,Primary sump
373,24/02/2019,04:00,Pertunia,After Drumfilter
374,24/02/2019,06:00,Pertunia,Primary sump
375,24/02/2019,06:00,Pertunia,After Drumfilter
376,24/02/2019,08:06,Lorna,Primary sump
377,24/02/2019,08:10,Lorna,After Drumfilter
378,24/02/2019,09:05,Lorna,Primary sump
379,24/02/2019,09:11,Lorna,After Drumfilter
380,24/02/2019,10:37,Lorna,Primary sump
381,24/02/2019,10:41,Lorna,After Drumfilter
382,24/02/2019,11:47,Lorna,Primary sump
383,24/02/2019,11:51,Lorna,After Drumfilter
384,24/02/2019,12:53,Lorna,Primary sump
385,24/02/2019,12:56,Lorna,After Drumfilter
386,24/02/2019,14:37,Lorna,Primary sump
387,24/02/2019,14:40,Lorna,After Drumfilter
388,24/02/2019,15:36,Lorna,Primary sump
389,24/02/2019,17:00,Pertunia,Primary sump
390,24/02/2019,17:00,Pertunia,After Drumfilter
391,24/02/2019,19:00,Pertunia,Primary sump
392,24/02/2019,19:00,Pertunia,After Drumfilter
393,24/02/2019,21:00,Pertunia,Primary sump
394,24/02/2019,21:00,Pertunia,After Drumfilter
395,24/02/2019,23:00,Pertunia,Primary sump
396,24/02/2019,23:00,Pertunia,After Drumfilter
397,25/02/2019,01:00,Pertunia,Primary sump
398,25/02/2019,01:00,Pertunia,After Drumfilter
399,25/02/2019,03:00,Pertunia,Primary sump 
400,25/02/2019,03:00,Pertunia,After Drumfilter
401,25/02/2019,05:00,Pertunia,Primary sump
402,25/02/2019,05:00,Pertunia,After Drumfilter
403,25/02/2019,06:00,Pertunia,Primary sump
404,25/02/2019,08:00,Sarah,Primary sump
405,25/02/2019,08:00,Sarah,After Drumfilter
406,25/02/2019,09:00,Sarah,Primary sump
407,25/02/2019,09:00,Sarah,After Drumfilter
408,25/02/2019,10:10,Sarah,Primary sump
409,25/02/2019,10:10,Sarah,After Drumfilter
410,25/02/2019,11:30,Sarah,Primary sump
411,25/02/2019,11:30,Sarah,After Drumfilter
412,25/02/2019,12:00,Sarah,After Drumfilter
413,25/02/2019,13:00,Sarah,Primary sump
414,25/02/2019,14:30,Sarah,Primary sump
415,25/02/2019,14:30,Sarah,After Drumfilter
416,25/02/2019,18:00,Pertunia,Primary sump
417,25/02/2019,20:00,Pertunia,Primary sump
418,25/02/2019,23:00,Pertunia,Primary sump
419,25/02/2019,23:00,Pertunia,After Drumfilter
420,25/02/2019,23:00,Pertunia,Nursery SV
421,25/02/2019,23:00,Pertunia,Broodstock
422,25/02/2019,23:00,Pertunia,Nursery under roof
423,25/02/2019,23:00,Pertunia,Settlement
424,26/02/2019,01:00,Pertunia,Broodstock
425,26/02/2019,01:00,Pertunia,After Drumfilter
426,26/02/2019,01:00,Pertunia,Primary sump
427,26/02/2019,01:00,Pertunia,Nursery under roof
428,26/02/2019,01:00,Pertunia,Nursery SV
429,26/02/2019,01:00,Pertunia,Settlement
430,26/02/2019,03:00,Pertunia,Primary sump
431,26/02/2019,03:00,Pertunia,After Drumfilter
432,26/02/2019,05:00,Pertunia,Primary sump
433,26/02/2019,05:00,Pertunia,After Drumfilter
434,26/02/2019,06:00,Pertunia,Primary sump 
435,26/02/2019,06:00,Pertunia,After Drumfilter
436,26/02/2019,07:45,Sarah,Primary sump 
437,26/02/2019,07:45,Sarah,After Drumfilter
438,26/02/2019,07:45,Sarah,kelpcatcher
439,26/02/2019,09:30,Sarah,Primary sump 
440,26/02/2019,09:30,Sarah,After Drumfilter
441,26/02/2019,10:15,Sarah,Primary sump 
442,26/02/2019,10:45,Sarah,Primary sump
443,26/02/2019,10:45,Sarah,After Drumfilter
444,26/02/2019,12:45,Sarah,
445,26/02/2019,13:30,Sarah,Primary sump
446,26/02/2019,13:30,Sarah,After Drumfilter
447,26/02/2019,14:10,Sarah,Primary sump
